region,kjønn,alder,år,statistikkvariabel,"07459: Befolkning, etter region, kjønn, alder, år og statistikkvariabel"
1816 Vevelstad,2 Kvinner,F80-84 80-84 år,2025,Personer,8
1816 Vevelstad,2 Kvinner,F85-89 85-89 år,2025,Personer,4
1816 Vevelstad,2 Kvinner,F90-94 90-94 år,2025,Personer,3
1816 Vevelstad,2 Kvinner,F95-99 95-99 år,2025,Personer,1
1816 Vevelstad,2 Kvinner,F100G5+ 100 år eller eldre,2025,Personer,1
1816 Vevelstad,1 Menn,F00-04 0-4 år,2025,Personer,16
1816 Vevelstad,1 Menn,F05-09 5-9 år,2025,Personer,7
1816 Vevelstad,1 Menn,F10-14 10-14 år,2025,Personer,16
1816 Vevelstad,1 Menn,F15-19 15-19 år,2025,Personer,16
1816 Vevelstad,1 Menn,F20-24 20-24 år,2025,Personer,11
1816 Vevelstad,1 Menn,F25-29 25-29 år,2025,Personer,17
1816 Vevelstad,1 Menn,F30-34 30-34 år,2025,Personer,6
1816 Vevelstad,1 Menn,F35-39 35-39 år,2025,Personer,11
1816 Vevelstad,1 Menn,F40-44 40-44 år,2025,Personer,6
1816 Vevelstad,1 Menn,F45-49 45-49 år,2025,Personer,16
1816 Vevelstad,1 Menn,F50-54 50-54 år,2025,Personer,13
1816 Vevelstad,1 Menn,F55-59 55-59 år,2025,Personer,16
1816 Vevelstad,1 Menn,F60-64 60-64 år,2025,Personer,15
1816 Vevelstad,1 Menn,F65-69 65-69 år,2025,Personer,17
1816 Vevelstad,1 Menn,F70-74 70-74 år,2025,Personer,13
1816 Vevelstad,1 Menn,F75-79 75-79 år,2025,Personer,25
1816 Vevelstad,1 Menn,F80-84 80-84 år,2025,Personer,8
1816 Vevelstad,1 Menn,F85-89 85-89 år,2025,Personer,7
1816 Vevelstad,1 Menn,F90-94 90-94 år,2025,Personer,2
1816 Vevelstad,1 Menn,F95-99 95-99 år,2025,Personer,0
1816 Vevelstad,1 Menn,F100G5+ 100 år eller eldre,2025,Personer,0
1818 Herøy (Nordland),2 Kvinner,F00-04 0-4 år,2025,Personer,40
1818 Herøy (Nordland),2 Kvinner,F05-09 5-9 år,2025,Personer,57
1818 Herøy (Nordland),2 Kvinner,F10-14 10-14 år,2025,Personer,45
1818 Herøy (Nordland),2 Kvinner,F15-19 15-19 år,2025,Personer,53
1818 Herøy (Nordland),2 Kvinner,F20-24 20-24 år,2025,Personer,29
1818 Herøy (Nordland),2 Kvinner,F25-29 25-29 år,2025,Personer,46
1818 Herøy (Nordland),2 Kvinner,F30-34 30-34 år,2025,Personer,63
1818 Herøy (Nordland),2 Kvinner,F35-39 35-39 år,2025,Personer,71
1818 Herøy (Nordland),2 Kvinner,F40-44 40-44 år,2025,Personer,39
1818 Herøy (Nordland),2 Kvinner,F45-49 45-49 år,2025,Personer,40
1818 Herøy (Nordland),2 Kvinner,F50-54 50-54 år,2025,Personer,52
1818 Herøy (Nordland),2 Kvinner,F55-59 55-59 år,2025,Personer,59
1818 Herøy (Nordland),2 Kvinner,F60-64 60-64 år,2025,Personer,77
1818 Herøy (Nordland),2 Kvinner,F65-69 65-69 år,2025,Personer,59
1818 Herøy (Nordland),2 Kvinner,F70-74 70-74 år,2025,Personer,50
1818 Herøy (Nordland),2 Kvinner,F75-79 75-79 år,2025,Personer,41
1818 Herøy (Nordland),2 Kvinner,F80-84 80-84 år,2025,Personer,37
1818 Herøy (Nordland),2 Kvinner,F85-89 85-89 år,2025,Personer,18
1818 Herøy (Nordland),2 Kvinner,F90-94 90-94 år,2025,Personer,10
1818 Herøy (Nordland),2 Kvinner,F95-99 95-99 år,2025,Personer,4
1818 Herøy (Nordland),2 Kvinner,F100G5+ 100 år eller eldre,2025,Personer,2
1818 Herøy (Nordland),1 Menn,F00-04 0-4 år,2025,Personer,42
1818 Herøy (Nordland),1 Menn,F05-09 5-9 år,2025,Personer,55
1818 Herøy (Nordland),1 Menn,F10-14 10-14 år,2025,Personer,59
1818 Herøy (Nordland),1 Menn,F15-19 15-19 år,2025,Personer,50
1818 Herøy (Nordland),1 Menn,F20-24 20-24 år,2025,Personer,41
1818 Herøy (Nordland),1 Menn,F25-29 25-29 år,2025,Personer,40
1818 Herøy (Nordland),1 Menn,F30-34 30-34 år,2025,Personer,61
1818 Herøy (Nordland),1 Menn,F35-39 35-39 år,2025,Personer,88
1818 Herøy (Nordland),1 Menn,F40-44 40-44 år,2025,Personer,74
1818 Herøy (Nordland),1 Menn,F45-49 45-49 år,2025,Personer,52
1818 Herøy (Nordland),1 Menn,F50-54 50-54 år,2025,Personer,48
1818 Herøy (Nordland),1 Menn,F55-59 55-59 år,2025,Personer,79
1818 Herøy (Nordland),1 Menn,F60-64 60-64 år,2025,Personer,77
1818 Herøy (Nordland),1 Menn,F65-69 65-69 år,2025,Personer,71
1818 Herøy (Nordland),1 Menn,F70-74 70-74 år,2025,Personer,59
1818 Herøy (Nordland),1 Menn,F75-79 75-79 år,2025,Personer,47
1818 Herøy (Nordland),1 Menn,F80-84 80-84 år,2025,Personer,36
1818 Herøy (Nordland),1 Menn,F85-89 85-89 år,2025,Personer,11
1818 Herøy (Nordland),1 Menn,F90-94 90-94 år,2025,Personer,5
1818 Herøy (Nordland),1 Menn,F95-99 95-99 år,2025,Personer,1
1818 Herøy (Nordland),1 Menn,F100G5+ 100 år eller eldre,2025,Personer,0
1820 Alstahaug,2 Kvinner,F00-04 0-4 år,2025,Personer,149
1820 Alstahaug,2 Kvinner,F05-09 5-9 år,2025,Personer,174
1820 Alstahaug,2 Kvinner,F10-14 10-14 år,2025,Personer,229
1820 Alstahaug,2 Kvinner,F15-19 15-19 år,2025,Personer,192
1820 Alstahaug,2 Kvinner,F20-24 20-24 år,2025,Personer,184
1820 Alstahaug,2 Kvinner,F25-29 25-29 år,2025,Personer,214
1820 Alstahaug,2 Kvinner,F30-34 30-34 år,2025,Personer,241
1820 Alstahaug,2 Kvinner,F35-39 35-39 år,2025,Personer,260
1820 Alstahaug,2 Kvinner,F40-44 40-44 år,2025,Personer,201
1820 Alstahaug,2 Kvinner,F45-49 45-49 år,2025,Personer,203
1820 Alstahaug,2 Kvinner,F50-54 50-54 år,2025,Personer,265
1820 Alstahaug,2 Kvinner,F55-59 55-59 år,2025,Personer,268
1820 Alstahaug,2 Kvinner,F60-64 60-64 år,2025,Personer,250
1820 Alstahaug,2 Kvinner,F65-69 65-69 år,2025,Personer,239
1820 Alstahaug,2 Kvinner,F70-74 70-74 år,2025,Personer,210
1820 Alstahaug,2 Kvinner,F75-79 75-79 år,2025,Personer,203
1820 Alstahaug,2 Kvinner,F80-84 80-84 år,2025,Personer,138
1820 Alstahaug,2 Kvinner,F85-89 85-89 år,2025,Personer,70
1820 Alstahaug,2 Kvinner,F90-94 90-94 år,2025,Personer,36
1820 Alstahaug,2 Kvinner,F95-99 95-99 år,2025,Personer,7
1820 Alstahaug,2 Kvinner,F100G5+ 100 år eller eldre,2025,Personer,1
1820 Alstahaug,1 Menn,F00-04 0-4 år,2025,Personer,175
1820 Alstahaug,1 Menn,F05-09 5-9 år,2025,Personer,220
1820 Alstahaug,1 Menn,F10-14 10-14 år,2025,Personer,207
1820 Alstahaug,1 Menn,F15-19 15-19 år,2025,Personer,237
1820 Alstahaug,1 Menn,F20-24 20-24 år,2025,Personer,206
1820 Alstahaug,1 Menn,F25-29 25-29 år,2025,Personer,217
1820 Alstahaug,1 Menn,F30-34 30-34 år,2025,Personer,253
1820 Alstahaug,1 Menn,F35-39 35-39 år,2025,Personer,254
1820 Alstahaug,1 Menn,F40-44 40-44 år,2025,Personer,201
1820 Alstahaug,1 Menn,F45-49 45-49 år,2025,Personer,186
1820 Alstahaug,1 Menn,F50-54 50-54 år,2025,Personer,237
1820 Alstahaug,1 Menn,F55-59 55-59 år,2025,Personer,269
1820 Alstahaug,1 Menn,F60-64 60-64 år,2025,Personer,250
1820 Alstahaug,1 Menn,F65-69 65-69 år,2025,Personer,225
1820 Alstahaug,1 Menn,F70-74 70-74 år,2025,Personer,228
1820 Alstahaug,1 Menn,F75-79 75-79 år,2025,Personer,181
1820 Alstahaug,1 Menn,F80-84 80-84 år,2025,Personer,103
1820 Alstahaug,1 Menn,F85-89 85-89 år,2025,Personer,58
1820 Alstahaug,1 Menn,F90-94 90-94 år,2025,Personer,19
1820 Alstahaug,1 Menn,F95-99 95-99 år,2025,Personer,5
1820 Alstahaug,1 Menn,F100G5+ 100 år eller eldre,2025,Personer,0
1822 Leirfjord,2 Kvinner,F00-04 0-4 år,2025,Personer,69
1822 Leirfjord,2 Kvinner,F05-09 5-9 år,2025,Personer,82
1822 Leirfjord,2 Kvinner,F10-14 10-14 år,2025,Personer,81
1822 Leirfjord,2 Kvinner,F15-19 15-19 år,2025,Personer,57
1822 Leirfjord,2 Kvinner,F20-24 20-24 år,2025,Personer,48
1822 Leirfjord,2 Kvinner,F25-29 25-29 år,2025,Personer,47
1822 Leirfjord,2 Kvinner,F30-34 30-34 år,2025,Personer,66
1822 Leirfjord,2 Kvinner,F35-39 35-39 år,2025,Personer,98
1822 Leirfjord,2 Kvinner,F40-44 40-44 år,2025,Personer,64
1822 Leirfjord,2 Kvinner,F45-49 45-49 år,2025,Personer,69
1822 Leirfjord,2 Kvinner,F50-54 50-54 år,2025,Personer,57
1822 Leirfjord,2 Kvinner,F55-59 55-59 år,2025,Personer,76
1822 Leirfjord,2 Kvinner,F60-64 60-64 år,2025,Personer,88
1822 Leirfjord,2 Kvinner,F65-69 65-69 år,2025,Personer,69
1822 Leirfjord,2 Kvinner,F70-74 70-74 år,2025,Personer,66
1822 Leirfjord,2 Kvinner,F75-79 75-79 år,2025,Personer,48
1822 Leirfjord,2 Kvinner,F80-84 80-84 år,2025,Personer,24
1822 Leirfjord,2 Kvinner,F85-89 85-89 år,2025,Personer,18
1822 Leirfjord,2 Kvinner,F90-94 90-94 år,2025,Personer,15
1822 Leirfjord,2 Kvinner,F95-99 95-99 år,2025,Personer,4
1822 Leirfjord,2 Kvinner,F100G5+ 100 år eller eldre,2025,Personer,2
1822 Leirfjord,1 Menn,F00-04 0-4 år,2025,Personer,56
1822 Leirfjord,1 Menn,F05-09 5-9 år,2025,Personer,95
1822 Leirfjord,1 Menn,F10-14 10-14 år,2025,Personer,74
1822 Leirfjord,1 Menn,F15-19 15-19 år,2025,Personer,63
1822 Leirfjord,1 Menn,F20-24 20-24 år,2025,Personer,46
1822 Leirfjord,1 Menn,F25-29 25-29 år,2025,Personer,46
1822 Leirfjord,1 Menn,F30-34 30-34 år,2025,Personer,80
1822 Leirfjord,1 Menn,F35-39 35-39 år,2025,Personer,66
1822 Leirfjord,1 Menn,F40-44 40-44 år,2025,Personer,85
1822 Leirfjord,1 Menn,F45-49 45-49 år,2025,Personer,62
1822 Leirfjord,1 Menn,F50-54 50-54 år,2025,Personer,69
1822 Leirfjord,1 Menn,F55-59 55-59 år,2025,Personer,89
1822 Leirfjord,1 Menn,F60-64 60-64 år,2025,Personer,87
1822 Leirfjord,1 Menn,F65-69 65-69 år,2025,Personer,85
1822 Leirfjord,1 Menn,F70-74 70-74 år,2025,Personer,86
1822 Leirfjord,1 Menn,F75-79 75-79 år,2025,Personer,58
1822 Leirfjord,1 Menn,F80-84 80-84 år,2025,Personer,38
1822 Leirfjord,1 Menn,F85-89 85-89 år,2025,Personer,14
1822 Leirfjord,1 Menn,F90-94 90-94 år,2025,Personer,7
1822 Leirfjord,1 Menn,F95-99 95-99 år,2025,Personer,0
1822 Leirfjord,1 Menn,F100G5+ 100 år eller eldre,2025,Personer,0
1824 Vefsn,2 Kvinner,F00-04 0-4 år,2025,Personer,301
1824 Vefsn,2 Kvinner,F05-09 5-9 år,2025,Personer,303
1824 Vefsn,2 Kvinner,F10-14 10-14 år,2025,Personer,356
1824 Vefsn,2 Kvinner,F15-19 15-19 år,2025,Personer,344
1824 Vefsn,2 Kvinner,F20-24 20-24 år,2025,Personer,357
1824 Vefsn,2 Kvinner,F25-29 25-29 år,2025,Personer,411
1824 Vefsn,2 Kvinner,F30-34 30-34 år,2025,Personer,423
1824 Vefsn,2 Kvinner,F35-39 35-39 år,2025,Personer,417
1824 Vefsn,2 Kvinner,F40-44 40-44 år,2025,Personer,334
1824 Vefsn,2 Kvinner,F45-49 45-49 år,2025,Personer,372
1824 Vefsn,2 Kvinner,F50-54 50-54 år,2025,Personer,446
1824 Vefsn,2 Kvinner,F55-59 55-59 år,2025,Personer,470
1824 Vefsn,2 Kvinner,F60-64 60-64 år,2025,Personer,457
1824 Vefsn,2 Kvinner,F65-69 65-69 år,2025,Personer,387
1824 Vefsn,2 Kvinner,F70-74 70-74 år,2025,Personer,340
1824 Vefsn,2 Kvinner,F75-79 75-79 år,2025,Personer,351
1824 Vefsn,2 Kvinner,F80-84 80-84 år,2025,Personer,250
1824 Vefsn,2 Kvinner,F85-89 85-89 år,2025,Personer,154
1824 Vefsn,2 Kvinner,F90-94 90-94 år,2025,Personer,71
1824 Vefsn,2 Kvinner,F95-99 95-99 år,2025,Personer,25
1824 Vefsn,2 Kvinner,F100G5+ 100 år eller eldre,2025,Personer,2
1824 Vefsn,1 Menn,F00-04 0-4 år,2025,Personer,316
1824 Vefsn,1 Menn,F05-09 5-9 år,2025,Personer,366
1824 Vefsn,1 Menn,F10-14 10-14 år,2025,Personer,406
1824 Vefsn,1 Menn,F15-19 15-19 år,2025,Personer,390
1824 Vefsn,1 Menn,F20-24 20-24 år,2025,Personer,415
1824 Vefsn,1 Menn,F25-29 25-29 år,2025,Personer,419
1824 Vefsn,1 Menn,F30-34 30-34 år,2025,Personer,429
1824 Vefsn,1 Menn,F35-39 35-39 år,2025,Personer,471
1824 Vefsn,1 Menn,F40-44 40-44 år,2025,Personer,390
1824 Vefsn,1 Menn,F45-49 45-49 år,2025,Personer,350
1824 Vefsn,1 Menn,F50-54 50-54 år,2025,Personer,433
1824 Vefsn,1 Menn,F55-59 55-59 år,2025,Personer,534
1824 Vefsn,1 Menn,F60-64 60-64 år,2025,Personer,480
1824 Vefsn,1 Menn,F65-69 65-69 år,2025,Personer,407
1824 Vefsn,1 Menn,F70-74 70-74 år,2025,Personer,385
1824 Vefsn,1 Menn,F75-79 75-79 år,2025,Personer,330
1824 Vefsn,1 Menn,F80-84 80-84 år,2025,Personer,209
1824 Vefsn,1 Menn,F85-89 85-89 år,2025,Personer,120
1824 Vefsn,1 Menn,F90-94 90-94 år,2025,Personer,44
1824 Vefsn,1 Menn,F95-99 95-99 år,2025,Personer,10
1824 Vefsn,1 Menn,F100G5+ 100 år eller eldre,2025,Personer,0
1825 Grane,2 Kvinner,F00-04 0-4 år,2025,Personer,30
1825 Grane,2 Kvinner,F05-09 5-9 år,2025,Personer,24
1825 Grane,2 Kvinner,F10-14 10-14 år,2025,Personer,25
1825 Grane,2 Kvinner,F15-19 15-19 år,2025,Personer,39
1825 Grane,2 Kvinner,F20-24 20-24 år,2025,Personer,35
1825 Grane,2 Kvinner,F25-29 25-29 år,2025,Personer,34
1825 Grane,2 Kvinner,F30-34 30-34 år,2025,Personer,43
1825 Grane,2 Kvinner,F35-39 35-39 år,2025,Personer,35
1825 Grane,2 Kvinner,F40-44 40-44 år,2025,Personer,33
1825 Grane,2 Kvinner,F45-49 45-49 år,2025,Personer,33
1825 Grane,2 Kvinner,F50-54 50-54 år,2025,Personer,52
1825 Grane,2 Kvinner,F55-59 55-59 år,2025,Personer,54
1825 Grane,2 Kvinner,F60-64 60-64 år,2025,Personer,51
1825 Grane,2 Kvinner,F65-69 65-69 år,2025,Personer,46
1825 Grane,2 Kvinner,F70-74 70-74 år,2025,Personer,40
1825 Grane,2 Kvinner,F75-79 75-79 år,2025,Personer,35
1825 Grane,2 Kvinner,F80-84 80-84 år,2025,Personer,38
1825 Grane,2 Kvinner,F85-89 85-89 år,2025,Personer,22
1825 Grane,2 Kvinner,F90-94 90-94 år,2025,Personer,5
1825 Grane,2 Kvinner,F95-99 95-99 år,2025,Personer,3
1825 Grane,2 Kvinner,F100G5+ 100 år eller eldre,2025,Personer,1
1825 Grane,1 Menn,F00-04 0-4 år,2025,Personer,31
1825 Grane,1 Menn,F05-09 5-9 år,2025,Personer,28
1825 Grane,1 Menn,F10-14 10-14 år,2025,Personer,45
1825 Grane,1 Menn,F15-19 15-19 år,2025,Personer,39
1825 Grane,1 Menn,F20-24 20-24 år,2025,Personer,44
1825 Grane,1 Menn,F25-29 25-29 år,2025,Personer,42
1825 Grane,1 Menn,F30-34 30-34 år,2025,Personer,36
1825 Grane,1 Menn,F35-39 35-39 år,2025,Personer,45
1825 Grane,1 Menn,F40-44 40-44 år,2025,Personer,33
1825 Grane,1 Menn,F45-49 45-49 år,2025,Personer,42
1825 Grane,1 Menn,F50-54 50-54 år,2025,Personer,36
1825 Grane,1 Menn,F55-59 55-59 år,2025,Personer,66
1825 Grane,1 Menn,F60-64 60-64 år,2025,Personer,60
1825 Grane,1 Menn,F65-69 65-69 år,2025,Personer,51
1825 Grane,1 Menn,F70-74 70-74 år,2025,Personer,43
1825 Grane,1 Menn,F75-79 75-79 år,2025,Personer,47
1825 Grane,1 Menn,F80-84 80-84 år,2025,Personer,28
1825 Grane,1 Menn,F85-89 85-89 år,2025,Personer,28
1825 Grane,1 Menn,F90-94 90-94 år,2025,Personer,8
1825 Grane,1 Menn,F95-99 95-99 år,2025,Personer,0
1825 Grane,1 Menn,F100G5+ 100 år eller eldre,2025,Personer,0
1826 Aarborte - Hattfjelldal,2 Kvinner,F00-04 0-4 år,2025,Personer,35
1826 Aarborte - Hattfjelldal,2 Kvinner,F05-09 5-9 år,2025,Personer,20
1826 Aarborte - Hattfjelldal,2 Kvinner,F10-14 10-14 år,2025,Personer,26
1826 Aarborte - Hattfjelldal,2 Kvinner,F15-19 15-19 år,2025,Personer,32
1826 Aarborte - Hattfjelldal,2 Kvinner,F20-24 20-24 år,2025,Personer,34
1826 Aarborte - Hattfjelldal,2 Kvinner,F25-29 25-29 år,2025,Personer,23
1826 Aarborte - Hattfjelldal,2 Kvinner,F30-34 30-34 år,2025,Personer,28
1826 Aarborte - Hattfjelldal,2 Kvinner,F35-39 35-39 år,2025,Personer,36
1826 Aarborte - Hattfjelldal,2 Kvinner,F40-44 40-44 år,2025,Personer,28
1826 Aarborte - Hattfjelldal,2 Kvinner,F45-49 45-49 år,2025,Personer,30
1826 Aarborte - Hattfjelldal,2 Kvinner,F50-54 50-54 år,2025,Personer,48
1826 Aarborte - Hattfjelldal,2 Kvinner,F55-59 55-59 år,2025,Personer,44
1826 Aarborte - Hattfjelldal,2 Kvinner,F60-64 60-64 år,2025,Personer,44
1826 Aarborte - Hattfjelldal,2 Kvinner,F65-69 65-69 år,2025,Personer,37
1826 Aarborte - Hattfjelldal,2 Kvinner,F70-74 70-74 år,2025,Personer,30
1826 Aarborte - Hattfjelldal,2 Kvinner,F75-79 75-79 år,2025,Personer,55
1826 Aarborte - Hattfjelldal,2 Kvinner,F80-84 80-84 år,2025,Personer,31
1826 Aarborte - Hattfjelldal,2 Kvinner,F85-89 85-89 år,2025,Personer,22
1826 Aarborte - Hattfjelldal,2 Kvinner,F90-94 90-94 år,2025,Personer,6
1826 Aarborte - Hattfjelldal,2 Kvinner,F95-99 95-99 år,2025,Personer,1
1826 Aarborte - Hattfjelldal,2 Kvinner,F100G5+ 100 år eller eldre,2025,Personer,2
1826 Aarborte - Hattfjelldal,1 Menn,F00-04 0-4 år,2025,Personer,21
1826 Aarborte - Hattfjelldal,1 Menn,F05-09 5-9 år,2025,Personer,24
1826 Aarborte - Hattfjelldal,1 Menn,F10-14 10-14 år,2025,Personer,34
1826 Aarborte - Hattfjelldal,1 Menn,F15-19 15-19 år,2025,Personer,52
1826 Aarborte - Hattfjelldal,1 Menn,F20-24 20-24 år,2025,Personer,27
1826 Aarborte - Hattfjelldal,1 Menn,F25-29 25-29 år,2025,Personer,45
1826 Aarborte - Hattfjelldal,1 Menn,F30-34 30-34 år,2025,Personer,29
1826 Aarborte - Hattfjelldal,1 Menn,F35-39 35-39 år,2025,Personer,31
1826 Aarborte - Hattfjelldal,1 Menn,F40-44 40-44 år,2025,Personer,26
1826 Aarborte - Hattfjelldal,1 Menn,F45-49 45-49 år,2025,Personer,33
1826 Aarborte - Hattfjelldal,1 Menn,F50-54 50-54 år,2025,Personer,50
1826 Aarborte - Hattfjelldal,1 Menn,F55-59 55-59 år,2025,Personer,56
1826 Aarborte - Hattfjelldal,1 Menn,F60-64 60-64 år,2025,Personer,48
1826 Aarborte - Hattfjelldal,1 Menn,F65-69 65-69 år,2025,Personer,48
1826 Aarborte - Hattfjelldal,1 Menn,F70-74 70-74 år,2025,Personer,43
1826 Aarborte - Hattfjelldal,1 Menn,F75-79 75-79 år,2025,Personer,46
1826 Aarborte - Hattfjelldal,1 Menn,F80-84 80-84 år,2025,Personer,31
1826 Aarborte - Hattfjelldal,1 Menn,F85-89 85-89 år,2025,Personer,11
1826 Aarborte - Hattfjelldal,1 Menn,F90-94 90-94 år,2025,Personer,6
1826 Aarborte - Hattfjelldal,1 Menn,F95-99 95-99 år,2025,Personer,1
1826 Aarborte - Hattfjelldal,1 Menn,F100G5+ 100 år eller eldre,2025,Personer,0
1827 Dønna,2 Kvinner,F00-04 0-4 år,2025,Personer,29
1827 Dønna,2 Kvinner,F05-09 5-9 år,2025,Personer,29
1827 Dønna,2 Kvinner,F10-14 10-14 år,2025,Personer,35
1827 Dønna,2 Kvinner,F15-19 15-19 år,2025,Personer,52
1827 Dønna,2 Kvinner,F20-24 20-24 år,2025,Personer,34
1827 Dønna,2 Kvinner,F25-29 25-29 år,2025,Personer,39
1827 Dønna,2 Kvinner,F30-34 30-34 år,2025,Personer,32
1827 Dønna,2 Kvinner,F35-39 35-39 år,2025,Personer,37
1827 Dønna,2 Kvinner,F40-44 40-44 år,2025,Personer,31
1827 Dønna,2 Kvinner,F45-49 45-49 år,2025,Personer,35
1827 Dønna,2 Kvinner,F50-54 50-54 år,2025,Personer,54
1827 Dønna,2 Kvinner,F55-59 55-59 år,2025,Personer,49
1827 Dønna,2 Kvinner,F60-64 60-64 år,2025,Personer,66
1827 Dønna,2 Kvinner,F65-69 65-69 år,2025,Personer,59
1827 Dønna,2 Kvinner,F70-74 70-74 år,2025,Personer,42
1827 Dønna,2 Kvinner,F75-79 75-79 år,2025,Personer,44
1827 Dønna,2 Kvinner,F80-84 80-84 år,2025,Personer,27
1827 Dønna,2 Kvinner,F85-89 85-89 år,2025,Personer,12
1827 Dønna,2 Kvinner,F90-94 90-94 år,2025,Personer,5
1827 Dønna,2 Kvinner,F95-99 95-99 år,2025,Personer,0
1827 Dønna,2 Kvinner,F100G5+ 100 år eller eldre,2025,Personer,0
1827 Dønna,1 Menn,F00-04 0-4 år,2025,Personer,17
1827 Dønna,1 Menn,F05-09 5-9 år,2025,Personer,38
1827 Dønna,1 Menn,F10-14 10-14 år,2025,Personer,36
1827 Dønna,1 Menn,F15-19 15-19 år,2025,Personer,45
1827 Dønna,1 Menn,F20-24 20-24 år,2025,Personer,49
1827 Dønna,1 Menn,F25-29 25-29 år,2025,Personer,34
1827 Dønna,1 Menn,F30-34 30-34 år,2025,Personer,38
1827 Dønna,1 Menn,F35-39 35-39 år,2025,Personer,32
1827 Dønna,1 Menn,F40-44 40-44 år,2025,Personer,45
1827 Dønna,1 Menn,F45-49 45-49 år,2025,Personer,40
1827 Dønna,1 Menn,F50-54 50-54 år,2025,Personer,48
1827 Dønna,1 Menn,F55-59 55-59 år,2025,Personer,57
1827 Dønna,1 Menn,F60-64 60-64 år,2025,Personer,49
1827 Dønna,1 Menn,F65-69 65-69 år,2025,Personer,62
1827 Dønna,1 Menn,F70-74 70-74 år,2025,Personer,50
1827 Dønna,1 Menn,F75-79 75-79 år,2025,Personer,54
1827 Dønna,1 Menn,F80-84 80-84 år,2025,Personer,25
1827 Dønna,1 Menn,F85-89 85-89 år,2025,Personer,13
1827 Dønna,1 Menn,F90-94 90-94 år,2025,Personer,4
1827 Dønna,1 Menn,F95-99 95-99 år,2025,Personer,0
1827 Dønna,1 Menn,F100G5+ 100 år eller eldre,2025,Personer,0
1828 Nesna,2 Kvinner,F00-04 0-4 år,2025,Personer,27
1828 Nesna,2 Kvinner,F05-09 5-9 år,2025,Personer,40
1828 Nesna,2 Kvinner,F10-14 10-14 år,2025,Personer,53
1828 Nesna,2 Kvinner,F15-19 15-19 år,2025,Personer,47
1828 Nesna,2 Kvinner,F20-24 20-24 år,2025,Personer,45
1828 Nesna,2 Kvinner,F25-29 25-29 år,2025,Personer,34
1828 Nesna,2 Kvinner,F30-34 30-34 år,2025,Personer,51
1828 Nesna,2 Kvinner,F35-39 35-39 år,2025,Personer,53
1828 Nesna,2 Kvinner,F40-44 40-44 år,2025,Personer,62
1828 Nesna,2 Kvinner,F45-49 45-49 år,2025,Personer,61
1828 Nesna,2 Kvinner,F50-54 50-54 år,2025,Personer,52
1828 Nesna,2 Kvinner,F55-59 55-59 år,2025,Personer,58
1828 Nesna,2 Kvinner,F60-64 60-64 år,2025,Personer,66
1828 Nesna,2 Kvinner,F65-69 65-69 år,2025,Personer,46
1828 Nesna,2 Kvinner,F70-74 70-74 år,2025,Personer,47
1828 Nesna,2 Kvinner,F75-79 75-79 år,2025,Personer,42
1828 Nesna,2 Kvinner,F80-84 80-84 år,2025,Personer,30
1828 Nesna,2 Kvinner,F85-89 85-89 år,2025,Personer,17
1828 Nesna,2 Kvinner,F90-94 90-94 år,2025,Personer,11
1828 Nesna,2 Kvinner,F95-99 95-99 år,2025,Personer,1
1828 Nesna,2 Kvinner,F100G5+ 100 år eller eldre,2025,Personer,0
1828 Nesna,1 Menn,F00-04 0-4 år,2025,Personer,41
1828 Nesna,1 Menn,F05-09 5-9 år,2025,Personer,46
1828 Nesna,1 Menn,F10-14 10-14 år,2025,Personer,58
1828 Nesna,1 Menn,F15-19 15-19 år,2025,Personer,68
1828 Nesna,1 Menn,F20-24 20-24 år,2025,Personer,50
1828 Nesna,1 Menn,F25-29 25-29 år,2025,Personer,34
1828 Nesna,1 Menn,F30-34 30-34 år,2025,Personer,52
1828 Nesna,1 Menn,F35-39 35-39 år,2025,Personer,52
1828 Nesna,1 Menn,F40-44 40-44 år,2025,Personer,54
1828 Nesna,1 Menn,F45-49 45-49 år,2025,Personer,70
1828 Nesna,1 Menn,F50-54 50-54 år,2025,Personer,60
1828 Nesna,1 Menn,F55-59 55-59 år,2025,Personer,66
1828 Nesna,1 Menn,F60-64 60-64 år,2025,Personer,67
1828 Nesna,1 Menn,F65-69 65-69 år,2025,Personer,72
1828 Nesna,1 Menn,F70-74 70-74 år,2025,Personer,43
1828 Nesna,1 Menn,F75-79 75-79 år,2025,Personer,47
1828 Nesna,1 Menn,F80-84 80-84 år,2025,Personer,31
1828 Nesna,1 Menn,F85-89 85-89 år,2025,Personer,11
1828 Nesna,1 Menn,F90-94 90-94 år,2025,Personer,4
1828 Nesna,1 Menn,F95-99 95-99 år,2025,Personer,1
1828 Nesna,1 Menn,F100G5+ 100 år eller eldre,2025,Personer,0
1832 Hemnes,2 Kvinner,F00-04 0-4 år,2025,Personer,101
1832 Hemnes,2 Kvinner,F05-09 5-9 år,2025,Personer,111
1832 Hemnes,2 Kvinner,F10-14 10-14 år,2025,Personer,116
1832 Hemnes,2 Kvinner,F15-19 15-19 år,2025,Personer,123
1832 Hemnes,2 Kvinner,F20-24 20-24 år,2025,Personer,90
1832 Hemnes,2 Kvinner,F25-29 25-29 år,2025,Personer,118
1832 Hemnes,2 Kvinner,F30-34 30-34 år,2025,Personer,137
1832 Hemnes,2 Kvinner,F35-39 35-39 år,2025,Personer,121
1832 Hemnes,2 Kvinner,F40-44 40-44 år,2025,Personer,113
